Date,Year,Pass,Site No.,FishNo,Species ,FinLength,Weight,ScaleAge,CapturedFloyTagNo,AppliedFloyTagNo,ActiveFloyTagNo,CapturedPITTagNo,AppliedPITTagNo,ActivePITTagNo,AgeMethod
10/11/2013,2013,2,L17,1,RB,346,,6,10259,,10259,9.85121E+14,,9.85121E+14,SCA
10/18/2013,2013,0,L32,1,RB,348,441,3,10293,,10293,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L27,3,RB,383,629,3,10369,,10369,9.85121E+14,,9.85121E+14,RA
10/8/2013,2013,1,L02,11,RB,373,549,4,10432,,10432,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L02,2,RB,372,535,4,10432,,10432,9.85121E+14,,9.85121E+14,RA
10/11/2013,2013,2,L05,1,RB,380,,4,10435,,10435,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,4,RB,381,573,3,10519,,10519,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L10,2,RB,407,733,4,10647,,10647,9.85101E+14,,9.85121E+14,SCA
10/20/2013,2013,4,L15,2,RB,363,535,3,10847,,10847,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L19,1,RB,348,451,3,10854,,10854,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L26,1,RB,412,671,6,10879,,10879,9.85121E+14,,9.85121E+14,SCA
10/23/2013,2013,5,L17,1,RB,369,608,3,10911,,10911,9.85121E+14,,9.85121E+14,SCA
10/20/2013,2013,4,L22,2,RB,381,560,4,10918,,10918,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L03,3,RB,390,763,3,10938,,10938,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L11,3,RB,360,555,4,10945,,10945,9.85121E+14,,9.85121E+14,SCA
10/7/2013,2013,1,L08,6,RB,363,502,4,10993,,10993,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L15,3,RB,393,665,5,11004,,11004,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L16,5,RB,395,,5,11004,,11004,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L07,2,RB,392,730,3,11018,,11018,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L10,10,RB,329,395,2,11027,,11027,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,5,RB,362,447,2,11044,,11044,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L23,11,RB,395,658,5,11056,,11056,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L27,19,RB,307,342,2,11059,,11059,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L27,5,RB,307,323,2,11059,,11059,9.85121E+14,,9.85121E+14,RA
10/11/2013,2013,2,L28,1,RB,320,380,2,11096,,11096,9.85121E+14,,9.85121E+14,RA
10/7/2013,2013,1,L28,7,RB,323,380,2,11096,,11096,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L27,2,RB,343,478,3,11134,,11134,9.85121E+14,,9.85121E+14,RA
10/19/2013,2013,4,L08,1,RB,376,551,4,11153,,11153,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L02,1,RB,357,448,2,11182,,11182,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L04,3,RB,364,564,3,11232,,11232,9.85121E+14,,9.85121E+14,RA
10/19/2013,2013,4,L13,1,RB,346,431,2,11243,,11243,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,2,RB,325,416,2,11282,,11282,9.85121E+14,,9.85121E+14,RA
10/18/2013,2013,0,L49,2,RB,397,707,4,11331,,11331,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,1,RB,319,342,2,11359,,11359,9.85121E+14,,9.85121E+14,RA
10/17/2013,2013,0,L31,1,RB,350,367,3,11395,,11395,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L05,1,RB,310,312,2,11399,,11399,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L08,2,RB,394,629,4,11403,,11403,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L09,1,RB,310,,2,11409,,11409,9.85121E+14,,9.85121E+14,SCA
10/7/2013,2013,1,L09,3,RB,290,265,2,11410,,11410,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L15,3,RB,338,444,4,11415,,11415,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L15,2,RB,340,432,2,11420,,11420,9.85121E+14,,9.85121E+14,SCA
10/23/2013,2013,5,L20,1,RB,437,786,6,11430,,11430,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L20,4,RB,439,771,6,11430,,11430,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L24,1,RB,282,271,2,11437,,11437,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L22,7,RB,334,446,2,11440,,11440,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L26,8,RB,414,810,4,11447,,11447,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L25,1,RB,415,,4,11447,,11447,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L25,1,RB,384,451,4,11448,,11448,9.85121E+14,,9.85121E+14,SCA
10/7/2013,2013,1,L28,5,RB,379,665,4,11450,,11450,9.85121E+14,,9.85121E+14,SCA
10/16/2013,2013,3,L02,3,RB,357,469,3,11455,,11455,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L03,4,RB,354,485,3,11458,,11458,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L06,5,RB,365,491,4,11462,,11462,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L10,3,RB,296,330,2,11474,,11474,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L12,5,RB,392,490,4,11487,,11487,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L11,5,RB,337,428,2,11491,,11491,9.85121E+14,,9.85121E+14,SCA
10/7/2013,2013,1,L12,7,RB,363,539,2,11493,,11493,9.85121E+14,,9.85121E+14,SCA
10/20/2013,2013,4,L11,1,RB,363,519,2,11493,,11493,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L11,8,RB,313,360,2,11494,,11494,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L15,1,RB,320,412,2,11512,,11512,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L22,3,RB,295,311,2,11517,,11517,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L22,6,RB,299,321,2,11517,,11517,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L27,20,RB,329,433,2,11541,,11541,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L27,4,RB,310,339,2,11542,,11542,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L27,6,RB,306,332,4,11545,,11545,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L06,1,RB,345,452,3,11579,,11579,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L07,12,RB,311,357,2,11581,,11581,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L11,1,RB,292,332,2,11596,,11596,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L09,2,RB,316,351,2,11598,,11598,9.85121E+14,,9.85121E+14,RA
10/8/2013,2013,1,L11,9,RB,322,375,2,11598,,11598,9.85121E+14,,9.85121E+14,RA
10/8/2013,2013,1,L18,3,RB,369,531,2,11607,,11607,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L22,3,RB,407,641,4,11610,,11610,9.85121E+14,,9.85121E+14,SCA
10/7/2013,2013,1,L24,2,RB,353,445,3,11617,,11617,9.85121E+14,,9.85121E+14,RA
10/18/2013,2013,0,L49,1,RB,328,443,2,11637,,11637,9.85121E+14,,9.85121E+14,SCA
10/7/2013,2013,1,L28,6,RB,382,610,4,11644,,11644,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L23,4,RB,359,468,2,11649,,11649,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L07,1,RB,420,825,4,11656,,11656,9.85121E+14,,9.85121E+14,SCA
10/16/2013,2013,3,L07,4,RB,297,301,1,11658,,11658,9.85121E+14,,9.85121E+14,RA
10/11/2013,2013,2,L21,1,RB,439,,4,11676,,11676,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L31,2,RB,293,270,2,11691,,11691,9.85121E+14,,9.85121E+14,SCA
10/18/2013,2013,0,L36,1,RB,311,379,2,11709,,11709,9.85121E+14,,9.85121E+14,RA
10/17/2013,2013,0,L50,1,RB,393,779,3,11734,,11734,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L36,2,RB,323,340,2,11752,,11752,9.85121E+14,,9.85121E+14,RA
10/18/2013,2013,0,L45,1,RB,302,336,2,11764,,11764,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L51,1,RB,393,675,5,11821,,11821,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L27,1,RB,340,424,3,11842,,11842,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L22,4,RB,384,635,4,11844,,11844,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L22,1,RB,308,352,2,11868,,11868,9.85121E+14,,9.85121E+14,RA
10/11/2013,2013,2,L01,6,RB,252,175,1,12102,,12102,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L05,1,RB,330,441,3,12116,,12116,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L08,1,RB,272,,2,12121,,12121,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L12,2,RB,240,168,1,12128,,12128,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L12,4,RB,243,159,1,12129,,12129,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L12,1,RB,246,159,1,12129,,12129,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L13,1,RB,240,141,1,12133,,12133,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L15,1,RB,351,449,2,12137,,12137,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L16,4,RB,223,,1,12138,,12138,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L16,2,RB,240,,1,12139,,12139,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L16,1,RB,243,162,1,12143,,12143,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L16,3,RB,246,,1,12143,,12143,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L20,2,RB,219,160,1,12148,,12148,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L20,1,RB,221,137,1,12151,,12151,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L22,3,RB,220,108,1,12160,,12160,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L21,2,RB,222,141,1,12161,,12161,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L27,3,RB,418,677,4,12167,,12167,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L28,2,RB,230,,1,12169,,12169,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L02,1,RB,222,146,1,12176,,12176,9.85121E+14,,9.85121E+14,SCA
10/20/2013,2013,4,L06,1,RB,369,556,3,12183,,12183,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L04,1,RB,267,215,1,12184,,12184,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L08,1,RB,291,281,1,12185,,12185,9.85121E+14,,9.85121E+14,SCA
10/16/2013,2013,3,L10,2,RB,337,447,2,12190,,12190,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L07,1,RB,229,140,1,12191,,12191,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L07,3,RB,232,135,1,12191,,12191,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L07,2,RB,345,424,3,12192,,12192,9.85121E+14,,9.85121E+14,SCA
10/16/2013,2013,3,L10,1,RB,325,385,4,12196,,12196,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L09,1,RB,296,354,2,12200,,12200,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L11,1,RB,236,157,1,12205,,12205,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L11,5,RB,232,148,1,12209,,12209,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L14,1,RB,254,196,1,12213,,12213,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L16,3,RB,255,199,1,12213,,12213,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L15,1,RB,253,173,1,12214,,12214,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L15,2,RB,220,116,1,12217,,12217,9.85121E+14,,9.85121E+14,RA
10/11/2013,2013,2,L20,1,RB,251,,1,12224,,12224,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L22,2,RB,375,635,3,12225,,12225,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L19,2,RB,380,642,3,12225,,12225,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L21,3,RB,282,292,2,12229,,12229,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L17,1,RB,235,157,1,12231,,12231,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L19,1,RB,241,148,1,12233,,12233,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L19,1,RB,253,179,1,12239,,12239,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L22,1,RB,257,185,1,12246,,12246,9.85121E+14,,9.85121E+14,RA
10/11/2013,2013,2,L21,2,RB,334,,2,12250,,12250,9.85121E+14,,9.85121E+14,SCA
10/16/2013,2013,3,L22,2,RB,253,177,1,12251,,12251,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L23,1,RB,234,143,1,12258,,12258,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L27,2,RB,301,335,2,12270,,12270,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L27,1,RB,330,413,3,12272,,12272,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L25,1,RB,300,307,2,12277,,12277,9.85121E+14,,9.85121E+14,SCA
10/23/2013,2013,5,L08,1,RB,239,178,1,12301,,12301,9.85121E+14,,9.85121E+14,RA
10/19/2013,2013,4,L09,2,RB,293,296,2,12304,,12304,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L09,1,RB,295,284,2,12304,,12304,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L09,3,RB,218,139,1,12307,,12307,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L09,2,RB,230,151,1,12309,,12309,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L09,1,RB,231,147,1,12309,,12309,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L11,2,RB,330,359,2,12313,,12313,9.85121E+14,,9.85121E+14,SCA
10/20/2013,2013,4,L11,2,RB,366,535,3,12314,,12314,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L12,1,RB,235,139,1,12315,,12315,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L12,1,RB,258,195,1,12316,,12316,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L12,3,RB,229,137,1,12317,,12317,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L11,3,RB,222,136,1,12317,,12317,9.85121E+14,,9.85121E+14,RA
10/19/2013,2013,4,L09,3,RB,253,183,1,12318,,12318,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L13,1,RB,354,452,2,12322,,12322,9.85121E+14,,9.85121E+14,SCA
10/23/2013,2013,5,L16,2,RB,354,456,2,12322,,12322,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L16,2,RB,237,161,1,12325,,12325,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L14,3,RB,260,201,1,12328,,12328,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L15,1,RB,223,137,1,12329,,12329,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L20,4,RB,387,599,4,12332,,12332,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L20,1,RB,312,322,2,12336,,12336,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L20,4,RB,232,159,1,12337,,12337,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L20,2,RB,231,154,1,12340,,12340,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L20,2,RB,229,142,1,12340,,12340,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L22,3,RB,365,562,4,12343,,12343,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L21,1,RB,227,154,1,12347,,12347,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L21,2,RB,229,147,1,12348,,12348,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L23,2,RB,231,139,1,12350,,12350,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L24,1,RB,367,453,3,12351,,12351,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L25,1,RB,239,154,2,12354,,12354,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L28,1,RB,215,115,1,12365,,12365,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L02,1,RB,353,534,3,12368,,12368,9.85121E+14,,9.85121E+14,SCA
10/16/2013,2013,3,L02,4,RB,269,185,1,12370,,12370,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L07,1,RB,300,322,2,12379,,12379,9.85121E+14,,9.85121E+14,SCA
10/20/2013,2013,4,L11,4,RB,223,131,1,12392,,12392,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L11,1,RB,330,404,2,12398,,12398,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L11,2,RB,249,181,1,12402,,12402,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L22,1,RB,356,475,2,12405,,12405,9.85121E+14,,9.85121E+14,SCA
10/16/2013,2013,3,L14,1,RB,315,343,2,12406,,12406,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L16,2,RB,218,121,1,12415,,12415,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L14,2,RB,233,171,1,12417,,12417,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L11,7,RB,233,174,1,12417,,12417,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L19,2,RB,230,140,1,12424,,12424,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L23,1,RB,254,198,1,12425,,12425,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L19,1,RB,213,113,1,12426,,12426,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L20,3,RB,215,109,1,12426,,12426,9.85121E+14,,9.85121E+14,RA
10/19/2013,2013,4,L21,3,RB,389,634,3,12431,,12431,9.85121E+14,,9.85121E+14,SCA
10/24/2013,2013,5,L22,1,RB,356,411,2,12432,,12432,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L24,1,RB,237,137,1,12442,,12442,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L23,3,RB,221,111,1,12448,,12448,9.85121E+14,,9.85121E+14,RA
10/16/2013,2013,3,L07,1,RB,358,569,2,12467,,12467,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L18,1,RB,245,194,1,12475,,12475,9.85121E+14,,9.85121E+14,RA
10/19/2013,2013,4,L13,2,RB,247,190,1,12475,,12475,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L12,2,RB,269,249,1,12476,,12476,9.85121E+14,,9.85121E+14,SCA
10/19/2013,2013,4,L16,3,RB,243,151,1,12488,,12488,9.85121E+14,,9.85121E+14,RA
10/19/2013,2013,4,L16,1,RB,241,174,1,12489,,12489,9.85121E+14,,9.85121E+14,RA
10/19/2013,2013,4,L20,3,RB,233,162,1,12490,,12490,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L10,1,RB,261,229,1,12519,,12519,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L11,4,RB,242,176,1,12526,,12526,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L11,6,RB,250,170,1,12527,,12527,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L11,3,RB,223,151,1,12528,,12528,9.85121E+14,,9.85121E+14,RA
10/19/2013,2013,4,L21,1,RB,290,286,2,12532,,12532,9.85121E+14,,9.85121E+14,SCA
10/23/2013,2013,5,L16,1,RB,206,100,1,12534,,12534,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L19,2,RB,213,110,1,12534,,12534,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L25,2,RB,200,96,1,12566,,12566,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L27,1,RB,374,583,4,12567,,12567,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L27,2,RB,365,425,3,12568,,12568,9.85121E+14,,9.85121E+14,RA
10/18/2013,2013,0,L33,1,RB,228,126,1,12602,,12602,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L15,4,RB,213,109,1,12770,,12770,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L20,3,RB,257,204,1,12774,,12774,9.85121E+14,,9.85121E+14,RA
10/24/2013,2013,5,L22,2,RB,258,176,1,12783,,12783,9.85121E+14,,9.85121E+14,RA
10/11/2013,2013,2,L20,5,RB,243,,1,,12334,12334,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L04,2,RB,401,615,4,,12736,12736,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L23,4,RB,213,124,1,,12792,12792,,9.85121E+14,9.85121E+14,RA
